id,field,path,path_rad,path_model,beam_pa,beam_maj,beam_min,center_x,center_y,Distance,Rmax_frank,B8_Flux,isbinary,rms_data,rms_model_profile,Class,Features,R_zoom,rms_model_percentage,Stage,Group
66,odisea_c4_139,/home/pnogueira/chewiepoint/bhowmik_2025/bhowmik2025_et_al_plots/src/bhowmik2025plots/input_files/fits_files/ODISEA_C4_139_all_p0_bigmask.fits,/home/pnogueira/chewiepoint/bhowmik_2025/bhowmik2025_et_al_plots/src/bhowmik2025plots/input_files/frank_profiles/ODISEA_C4_139_frank_profile_fit.txt,/home/pnogueira/chewiepoint/bhowmik_2025/bhowmik2025_et_al_plots/src/bhowmik2025plots/input_files/fits_files/ODISEA_C4_139_frank_model.fits,77.50621,0.06655,0.05337,16:32:21.047,-24:30:36.480,155.13,0.5,41.9,0,0.00029,3065768779.38968,I_F,Smooth,0.2,0.007800476512694,0,0+I_F
67,odisea_c4_141,/home/pnogueira/chewiepoint/bhowmik_2025/bhowmik2025_et_al_plots/src/bhowmik2025plots/input_files/fits_files/ODISEA_C4_141_all_p0_bigmask.fits,/home/pnogueira/chewiepoint/bhowmik_2025/bhowmik2025_et_al_plots/src/bhowmik2025plots/input_files/frank_profiles/ODISEA_C4_141_frank_profile_fit.txt,/home/pnogueira/chewiepoint/bhowmik_2025/bhowmik2025_et_al_plots/src/bhowmik2025plots/input_files/fits_files/ODISEA_C4_141_frank_model.fits,-89.71629,0.20085,0.14949,16:33:55.603,-24:42:05.482,141.35,1.5,354.0,0,0.00028,350155308.901052,II,Cavity,0.8,0.006662890356801,5,5+II
68,odisea_c4_143,/home/pnogueira/chewiepoint/bhowmik_2025/bhowmik2025_et_al_plots/src/bhowmik2025plots/input_files/fits_files/ODISEA_C4_143_all_p0_bigmask.fits,/home/pnogueira/chewiepoint/bhowmik_2025/bhowmik2025_et_al_plots/src/bhowmik2025plots/input_files/frank_profiles/ODISEA_C4_143_frank_profile_fit.txt,/home/pnogueira/chewiepoint/bhowmik_2025/bhowmik2025_et_al_plots/src/bhowmik2025plots/input_files/fits_files/ODISEA_C4_143_frank_model.fits,-88.25209,0.19782,0.14898,16:39:45.433,-24:02:04.316,155.61,2.02245,695.0,0,0.00026,331254542.472377,II,"Inflection, Gap, Cavity",2.02245,0.008119060715695,4,4+II
69,odisea_c4_144,/home/pnogueira/chewiepoint/bhowmik_2025/bhowmik2025_et_al_plots/src/bhowmik2025plots/input_files/fits_files/ODISEA_C4_144_all_p0_bigmask.fits,/home/pnogueira/chewiepoint/bhowmik_2025/bhowmik2025_et_al_plots/src/bhowmik2025plots/input_files/frank_profiles/ODISEA_C4_144_frank_profile_fit.txt,/home/pnogueira/chewiepoint/bhowmik_2025/bhowmik2025_et_al_plots/src/bhowmik2025plots/input_files/fits_files/ODISEA_C4_144_frank_model.fits,79.50617,0.06387,0.05078,16:39:52.901,-24:19:31.708,139.4,0.5,26.2,0,0.00019,2199635145.60321,I_F,Smooth,0.5,0.109469004632463,0,0+I_F
70,odisea_c4_22ab,/home/pnogueira/chewiepoint/bhowmik_2025/bhowmik2025_et_al_plots/src/bhowmik2025plots/input_files/fits_files/ODISEA_C4_22AB_all_p0_bigmask.fits,/home/pnogueira/chewiepoint/bhowmik_2025/bhowmik2025_et_al_plots/src/bhowmik2025plots/input_files/frank_profiles/ODISEA_C4_22AB_frank_profile_fit.txt,/home/pnogueira/chewiepoint/bhowmik_2025/bhowmik2025_et_al_plots/src/bhowmik2025plots/input_files/fits_files/ODISEA_C4_22AB_frank_model.fits,86.41068,0.06408,0.05159,16:25:38.120,-24:22:36.793,143.7,1.0,339.0,1,0.00028,3180216322.89272,II,"Gap, Cavity",1.0,0.152454543963295,5,5+II
71,odisea_c4_26,/home/pnogueira/chewiepoint/bhowmik_2025/bhowmik2025_et_al_plots/src/bhowmik2025plots/input_files/fits_files/ODISEA_C4_26_all_p0_bigmask.fits,/home/pnogueira/chewiepoint/bhowmik_2025/bhowmik2025_et_al_plots/src/bhowmik2025plots/input_files/frank_profiles/ODISEA_C4_26_frank_profile_fit.txt,/home/pnogueira/chewiepoint/bhowmik_2025/bhowmik2025_et_al_plots/src/bhowmik2025plots/input_files/fits_files/ODISEA_C4_26_frank_model.fits,84.05271,0.18163,0.1512,16:25:46.630,-24:23:36.609,139.4,1.5,101.2,0,0.00027,369156952.400784,I_F,Smooth,1.5,0.017772689072636,0,0+I_F
72,odisea_c4_27,/home/pnogueira/chewiepoint/bhowmik_2025/bhowmik2025_et_al_plots/src/bhowmik2025plots/input_files/fits_files/ODISEA_C4_27_all_p0_bigmask.fits,/home/pnogueira/chewiepoint/bhowmik_2025/bhowmik2025_et_al_plots/src/bhowmik2025plots/input_files/frank_profiles/ODISEA_C4_27_frank_profile_fit.txt,/home/pnogueira/chewiepoint/bhowmik_2025/bhowmik2025_et_al_plots/src/bhowmik2025plots/input_files/fits_files/ODISEA_C4_27_frank_model.fits,89.04021,0.18725,0.15127,16:25:56.154,-24:20:48.779,134.6,0.5,233.9,0,0.0003,397679572.602879,II,Gap,0.5,0.002899087450123,2,2+II
73,odisea_c4_3,/home/pnogueira/chewiepoint/bhowmik_2025/bhowmik2025_et_al_plots/src/bhowmik2025plots/input_files/fits_files/ODISEA_C4_3_all_p0_bigmask.fits,/home/pnogueira/chewiepoint/bhowmik_2025/bhowmik2025_et_al_plots/src/bhowmik2025plots/input_files/frank_profiles/ODISEA_C4_3_frank_profile_fit.txt,/home/pnogueira/chewiepoint/bhowmik_2025/bhowmik2025_et_al_plots/src/bhowmik2025plots/input_files/fits_files/ODISEA_C4_3_frank_model.fits,84.24705,0.1811,0.15158,16:21:45.119,-23:42:32.259,139.4,1.5,132.1,0,0.00036,492412205.881379,I_F,Inflection,1.0,0.01111198001037,1,1+I_F
74,odisea_c4_30,/home/pnogueira/chewiepoint/bhowmik_2025/bhowmik2025_et_al_plots/src/bhowmik2025plots/input_files/fits_files/ODISEA_C4_30_all_p0_bigmask.fits,/home/pnogueira/chewiepoint/bhowmik_2025/bhowmik2025_et_al_plots/src/bhowmik2025plots/input_files/frank_profiles/ODISEA_C4_30_frank_profile_fit.txt,/home/pnogueira/chewiepoint/bhowmik_2025/bhowmik2025_et_al_plots/src/bhowmik2025plots/input_files/fits_files/ODISEA_C4_30_frank_model.fits,85.45811,0.18284,0.15081,16:26:10.324,-24:20:55.359,139.4,1.5,604.0,0,0.00037,503833491.852219,II,Gap,0.8,0.002474890793025,2,2+II
75,odisea_c4_33,/home/pnogueira/chewiepoint/bhowmik_2025/bhowmik2025_et_al_plots/src/bhowmik2025plots/input_files/fits_files/ODISEA_C4_33_all_p0_bigmask.fits,/home/pnogueira/chewiepoint/bhowmik_2025/bhowmik2025_et_al_plots/src/bhowmik2025plots/input_files/frank_profiles/ODISEA_C4_33_frank_profile_fit.txt,/home/pnogueira/chewiepoint/bhowmik_2025/bhowmik2025_et_al_plots/src/bhowmik2025plots/input_files/fits_files/ODISEA_C4_33_frank_model.fits,85.96331,0.1826,0.15127,16:26:17.228,-24:23:45.859,139.4,1.5,231.2,0,0.00029,394213125.068782,I_F,Inflection,0.5,0.002769267801376,1,1+I_F
76,odisea_c4_34,/home/pnogueira/chewiepoint/bhowmik_2025/bhowmik2025_et_al_plots/src/bhowmik2025plots/input_files/fits_files/ODISEA_C4_34_all_p0_bigmask.fits,/home/pnogueira/chewiepoint/bhowmik_2025/bhowmik2025_et_al_plots/src/bhowmik2025plots/input_files/frank_profiles/ODISEA_C4_34_frank_profile_fit.txt,/home/pnogueira/chewiepoint/bhowmik_2025/bhowmik2025_et_al_plots/src/bhowmik2025plots/input_files/fits_files/ODISEA_C4_34_frank_model.fits,84.36926,0.18317,0.15157,16:26:18.862,-24:28:20.259,138.42,1.5,326.6,0,0.00034,459830721.110424,II,Inflection,0.8,0.003549343685819,1,1+II
77,odisea_c4_35,/home/pnogueira/chewiepoint/bhowmik_2025/bhowmik2025_et_al_plots/src/bhowmik2025plots/input_files/fits_files/ODISEA_C4_35_all_p0_bigmask.fits,/home/pnogueira/chewiepoint/bhowmik_2025/bhowmik2025_et_al_plots/src/bhowmik2025plots/input_files/frank_profiles/ODISEA_C4_35_frank_profile_fit.txt,/home/pnogueira/chewiepoint/bhowmik_2025/bhowmik2025_et_al_plots/src/bhowmik2025plots/input_files/fits_files/ODISEA_C4_35_frank_model.fits,84.01796,0.18407,0.1512,16:26:18.981,-24:24:14.779,139.4,0.5,96.2,0,0.00025,337280992.459362,I_F,Smooth,0.5,0.003647381589348,0,0+I_F
78,odisea_c4_38,/home/pnogueira/chewiepoint/bhowmik_2025/bhowmik2025_et_al_plots/src/bhowmik2025plots/input_files/fits_files/ODISEA_C4_38_all_p0_bigmask.fits,/home/pnogueira/chewiepoint/bhowmik_2025/bhowmik2025_et_al_plots/src/bhowmik2025plots/input_files/frank_profiles/ODISEA_C4_38_frank_profile_fit.txt,/home/pnogueira/chewiepoint/bhowmik_2025/bhowmik2025_et_al_plots/src/bhowmik2025plots/input_files/fits_files/ODISEA_C4_38_frank_model.fits,88.46373,0.18397,0.14727,16:26:23.570,-24:24:40.079,139.4,1.5,509.9,0,0.00032,443481333.8518,I_F,"Inflection, Gap",1.0,0.002030504022971,2,2+I_F
79,odisea_c4_39,/home/pnogueira/chewiepoint/bhowmik_2025/bhowmik2025_et_al_plots/src/bhowmik2025plots/input_files/fits_files/ODISEA_C4_39_all_p0_bigmask.fits,/home/pnogueira/chewiepoint/bhowmik_2025/bhowmik2025_et_al_plots/src/bhowmik2025plots/input_files/frank_profiles/ODISEA_C4_39_frank_profile_fit.txt,/home/pnogueira/chewiepoint/bhowmik_2025/bhowmik2025_et_al_plots/src/bhowmik2025plots/input_files/fits_files/ODISEA_C4_39_frank_model.fits,89.05209,0.1901,0.1512,16:26:23.675,-24:43:14.389,138.46,1.5,808.0,0,0.00034,444152049.992177,II,"Inflection, Gap",1.5,0.004488772648525,2,2+II
80,odisea_c4_41,/home/pnogueira/chewiepoint/bhowmik_2025/bhowmik2025_et_al_plots/src/bhowmik2025plots/input_files/fits_files/ODISEA_C4_41_all_p0_bigmask.fits,/home/pnogueira/chewiepoint/bhowmik_2025/bhowmik2025_et_al_plots/src/bhowmik2025plots/input_files/frank_profiles/ODISEA_C4_41_frank_profile_fit.txt,/home/pnogueira/chewiepoint/bhowmik_2025/bhowmik2025_et_al_plots/src/bhowmik2025plots/input_files/fits_files/ODISEA_C4_41_frank_model.fits,89.78397,0.1917,0.15111,16:26:24.072,-24:16:13.939,136.22,1.5,757.0,0,0.00038,492555235.990142,II,"Inflection, Gap",1.5,0.002510074812396,3,3+II
81,odisea_c4_42,/home/pnogueira/chewiepoint/bhowmik_2025/bhowmik2025_et_al_plots/src/bhowmik2025plots/input_files/fits_files/ODISEA_C4_42_all_p0_bigmask.fits,/home/pnogueira/chewiepoint/bhowmik_2025/bhowmik2025_et_al_plots/src/bhowmik2025plots/input_files/frank_profiles/ODISEA_C4_42_frank_profile_fit.txt,/home/pnogueira/chewiepoint/bhowmik_2025/bhowmik2025_et_al_plots/src/bhowmik2025plots/input_files/fits_files/ODISEA_C4_42_frank_model.fits,86.96152,0.1875,0.15149,16:26:25.468,-24:23:01.919,139.4,0.5,157.7,0,0.00041,541982521.352492,I_F,Smooth,0.5,0.003637526036178,0,0+I_F
82,odisea_c4_44,/home/pnogueira/chewiepoint/bhowmik_2025/bhowmik2025_et_al_plots/src/bhowmik2025plots/input_files/fits_files/ODISEA_C4_44_all_p0_bigmask.fits,/home/pnogueira/chewiepoint/bhowmik_2025/bhowmik2025_et_al_plots/src/bhowmik2025plots/input_files/frank_profiles/ODISEA_C4_44_frank_profile_fit.txt,/home/pnogueira/chewiepoint/bhowmik_2025/bhowmik2025_et_al_plots/src/bhowmik2025plots/input_files/fits_files/ODISEA_C4_44_frank_model.fits,86.50156,0.18852,0.15107,16:26:30.446,-24:22:57.849,139.4,0.5,131.1,0,0.00033,435075814.114836,I_F,Smooth,0.5,0.003213811516842,0,0+I_F
83,odisea_c4_47,/home/pnogueira/chewiepoint/bhowmik_2025/bhowmik2025_et_al_plots/src/bhowmik2025plots/input_files/fits_files/ODISEA_C4_47_all_p0_bigmask.fits,/home/pnogueira/chewiepoint/bhowmik_2025/bhowmik2025_et_al_plots/src/bhowmik2025plots/input_files/frank_profiles/ODISEA_C4_47_frank_profile_fit.txt,/home/pnogueira/chewiepoint/bhowmik_2025/bhowmik2025_et_al_plots/src/bhowmik2025plots/input_files/fits_files/ODISEA_C4_47_frank_model.fits,86.79238,0.18816,0.15087,16:26:40.464,-24:27:15.039,139.4,1.5,420.0,0,0.00025,330671279.518053,I_F,Gap,1.5,0.006884842576092,2,2+I_F
84,odisea_c4_5,/home/pnogueira/chewiepoint/bhowmik_2025/bhowmik2025_et_al_plots/src/bhowmik2025plots/input_files/fits_files/ODISEA_C4_5_all_p0_bigmask.fits,/home/pnogueira/chewiepoint/bhowmik_2025/bhowmik2025_et_al_plots/src/bhowmik2025plots/input_files/frank_profiles/ODISEA_C4_5_frank_profile_fit.txt,/home/pnogueira/chewiepoint/bhowmik_2025/bhowmik2025_et_al_plots/src/bhowmik2025plots/input_files/fits_files/ODISEA_C4_5_frank_model.fits,85.16415,0.18107,0.15137,16:22:18.519,-23:21:48.689,143.4,0.5,112.5,0,0.00031,424680229.370433,II,Smooth,0.5,0.003898379053305,0,0+II
85,odisea_c4_51,/home/pnogueira/chewiepoint/bhowmik_2025/bhowmik2025_et_al_plots/src/bhowmik2025plots/input_files/fits_files/ODISEA_C4_51_all_p0_bigmask.fits,/home/pnogueira/chewiepoint/bhowmik_2025/bhowmik2025_et_al_plots/src/bhowmik2025plots/input_files/frank_profiles/ODISEA_C4_51_frank_profile_fit.txt,/home/pnogueira/chewiepoint/bhowmik_2025/bhowmik2025_et_al_plots/src/bhowmik2025plots/input_files/fits_files/ODISEA_C4_51_frank_model.fits,87.69561,0.18791,0.15075,16:26:45.016,-24:23:08.349,139.4,2.0,681.0,0,0.00032,424159723.11674,II,"Inflection, Gap",2.0,0.003969972367118,2,2+II
86,odisea_c4_53a,/home/pnogueira/chewiepoint/bhowmik_2025/bhowmik2025_et_al_plots/src/bhowmik2025plots/input_files/fits_files/ODISEA_C4_53A_all_p0_bigmask.fits,/home/pnogueira/chewiepoint/bhowmik_2025/bhowmik2025_et_al_plots/src/bhowmik2025plots/input_files/frank_profiles/ODISEA_C4_53A_frank_profile_fit.txt,/home/pnogueira/chewiepoint/bhowmik_2025/bhowmik2025_et_al_plots/src/bhowmik2025plots/input_files/fits_files/ODISEA_C4_53A_frank_model.fits,-86.0639,0.06795,0.05504,16:26:48.471,-24:28:39.480,139.4,0.5,163.6,1,0.00028,2811103312.938,I_F,Gap,0.5,0.018777989834705,2,2+I_F
87,odisea_c4_53b,/home/pnogueira/chewiepoint/bhowmik_2025/bhowmik2025_et_al_plots/src/bhowmik2025plots/input_files/fits_files/ODISEA_C4_53B_all_p0_bigmask.fits,/home/pnogueira/chewiepoint/bhowmik_2025/bhowmik2025_et_al_plots/src/bhowmik2025plots/input_files/frank_profiles/ODISEA_C4_53B_frank_profile_fit.txt,/home/pnogueira/chewiepoint/bhowmik_2025/bhowmik2025_et_al_plots/src/bhowmik2025plots/input_files/fits_files/ODISEA_C4_53B_frank_model.fits,-85.97115,0.06908,0.05521,16:26:48.383,-24:28:35.440,139.4,0.5,4.71,1,0.00063,6202362359.4931,I_F,Smooth,0.15,0.154581037630517,0,0+I_F
88,odisea_c4_55,/home/pnogueira/chewiepoint/bhowmik_2025/bhowmik2025_et_al_plots/src/bhowmik2025plots/input_files/fits_files/ODISEA_C4_55_all_p0_bigmask.fits,/home/pnogueira/chewiepoint/bhowmik_2025/bhowmik2025_et_al_plots/src/bhowmik2025plots/input_files/frank_profiles/ODISEA_C4_55_frank_profile_fit.txt,/home/pnogueira/chewiepoint/bhowmik_2025/bhowmik2025_et_al_plots/src/bhowmik2025plots/input_files/fits_files/ODISEA_C4_55_frank_model.fits,88.65163,0.19421,0.1513,16:26:48.969,-24:38:25.659,132.57,0.5,74.4,0,0.00027,345016535.456271,II,Smooth,0.5,0.004152385021127,0,0+II
89,odisea_c4_62,/home/pnogueira/chewiepoint/bhowmik_2025/bhowmik2025_et_al_plots/src/bhowmik2025plots/input_files/fits_files/ODISEA_C4_62_all_p0_bigmask.fits,/home/pnogueira/chewiepoint/bhowmik_2025/bhowmik2025_et_al_plots/src/bhowmik2025plots/input_files/frank_profiles/ODISEA_C4_62_frank_profile_fit.txt,/home/pnogueira/chewiepoint/bhowmik_2025/bhowmik2025_et_al_plots/src/bhowmik2025plots/input_files/fits_files/ODISEA_C4_62_frank_model.fits,86.50288,0.19024,0.15138,16:26:58.499,-24:45:37.340,139.4,1.5,841.0,0,0.00034,443297457.863794,II,"Inflection, Gap, Cavity",0.8,0.005764783350011,4,4+II
90,odisea_c4_63,/home/pnogueira/chewiepoint/bhowmik_2025/bhowmik2025_et_al_plots/src/bhowmik2025plots/input_files/fits_files/ODISEA_C4_63_all_p0_bigmask.fits,/home/pnogueira/chewiepoint/bhowmik_2025/bhowmik2025_et_al_plots/src/bhowmik2025plots/input_files/frank_profiles/ODISEA_C4_63_frank_profile_fit.txt,/home/pnogueira/chewiepoint/bhowmik_2025/bhowmik2025_et_al_plots/src/bhowmik2025plots/input_files/fits_files/ODISEA_C4_63_frank_model.fits,87.83337,0.18966,0.15077,16:27:02.986,-24:26:15.299,139.4,1.5,84.7,0,0.00028,367666458.829285,I_F,Smooth,0.5,0.005997990122626,0,0+I_F
91,odisea_c4_64,/home/pnogueira/chewiepoint/bhowmik_2025/bhowmik2025_et_al_plots/src/bhowmik2025plots/input_files/fits_files/ODISEA_C4_64_all_p0_bigmask.fits,/home/pnogueira/chewiepoint/bhowmik_2025/bhowmik2025_et_al_plots/src/bhowmik2025plots/input_files/frank_profiles/ODISEA_C4_64_frank_profile_fit.txt,/home/pnogueira/chewiepoint/bhowmik_2025/bhowmik2025_et_al_plots/src/bhowmik2025plots/input_files/fits_files/ODISEA_C4_64_frank_model.fits,88.43014,0.18969,0.15073,16:27:03.577,-24:20:05.969,139.4,1.5,114.0,0,0.00027,354573513.13948,I_F,Inflection,0.8,0.004485390589696,1,1+I_F
92,odisea_c4_67,/home/pnogueira/chewiepoint/bhowmik_2025/bhowmik2025_et_al_plots/src/bhowmik2025plots/input_files/fits_files/ODISEA_C4_67_all_p0_bigmask.fits,/home/pnogueira/chewiepoint/bhowmik_2025/bhowmik2025_et_al_plots/src/bhowmik2025plots/input_files/frank_profiles/ODISEA_C4_67_frank_profile_fit.txt,/home/pnogueira/chewiepoint/bhowmik_2025/bhowmik2025_et_al_plots/src/bhowmik2025plots/input_files/fits_files/ODISEA_C4_67_frank_model.fits,87.92451,0.19006,0.15016,16:27:05.246,-24:36:30.259,139.4,1.5,195.0,0,0.00028,368383108.916245,I_F,Inflection,0.8,0.001992275981919,1,1+I_F
93,odisea_c4_68,/home/pnogueira/chewiepoint/bhowmik_2025/bhowmik2025_et_al_plots/src/bhowmik2025plots/input_files/fits_files/ODISEA_C4_68_all_p0_bigmask.fits,/home/pnogueira/chewiepoint/bhowmik_2025/bhowmik2025_et_al_plots/src/bhowmik2025plots/input_files/frank_profiles/ODISEA_C4_68_frank_profile_fit.txt,/home/pnogueira/chewiepoint/bhowmik_2025/bhowmik2025_et_al_plots/src/bhowmik2025plots/input_files/fits_files/ODISEA_C4_68_frank_model.fits,88.09251,0.19087,0.14958,16:27:06.759,-24:38:15.569,139.4,0.5,195.9,0,0.00031,407696659.818713,I_F,Cavity,0.5,0.004076704144079,4,4+I_F
94,odisea_c4_70,/home/pnogueira/chewiepoint/bhowmik_2025/bhowmik2025_et_al_plots/src/bhowmik2025plots/input_files/fits_files/ODISEA_C4_70_all_p0_bigmask.fits,/home/pnogueira/chewiepoint/bhowmik_2025/bhowmik2025_et_al_plots/src/bhowmik2025plots/input_files/frank_profiles/ODISEA_C4_70_frank_profile_fit.txt,/home/pnogueira/chewiepoint/bhowmik_2025/bhowmik2025_et_al_plots/src/bhowmik2025plots/input_files/fits_files/ODISEA_C4_70_frank_model.fits,-89.86017,0.18908,0.14593,16:27:09.091,-24:34:08.819,130.7,0.5,137.8,0,0.00027,367417848.720957,II,Inflection,0.5,0.002464927116594,1,1+II
95,odisea_c4_72,/home/pnogueira/chewiepoint/bhowmik_2025/bhowmik2025_et_al_plots/src/bhowmik2025plots/input_files/fits_files/ODISEA_C4_72_all_p0_bigmask.fits,/home/pnogueira/chewiepoint/bhowmik_2025/bhowmik2025_et_al_plots/src/bhowmik2025plots/input_files/frank_profiles/ODISEA_C4_72_frank_profile_fit.txt,/home/pnogueira/chewiepoint/bhowmik_2025/bhowmik2025_et_al_plots/src/bhowmik2025plots/input_files/fits_files/ODISEA_C4_72_frank_model.fits,-88.8108,0.19358,0.14567,16:27:11.163,-24:40:47.199,139.4,1.5,187.3,0,0.00029,386148234.973515,I_F,Inflection,0.5,0.003075174545822,1,1+I_F
96,odisea_c4_75,/home/pnogueira/chewiepoint/bhowmik_2025/bhowmik2025_et_al_plots/src/bhowmik2025plots/input_files/fits_files/ODISEA_C4_75_all_p0_bigmask.fits,/home/pnogueira/chewiepoint/bhowmik_2025/bhowmik2025_et_al_plots/src/bhowmik2025plots/input_files/frank_profiles/ODISEA_C4_75_frank_profile_fit.txt,/home/pnogueira/chewiepoint/bhowmik_2025/bhowmik2025_et_al_plots/src/bhowmik2025plots/input_files/fits_files/ODISEA_C4_75_frank_model.fits,-89.70007,0.19706,0.14994,16:27:13.808,-24:43:32.129,145.45,0.5,76.2,0,0.00027,343110841.630221,II,Cavity,0.5,0.006975858159329,4,4+II
97,odisea_c4_83,/home/pnogueira/chewiepoint/bhowmik_2025/bhowmik2025_et_al_plots/src/bhowmik2025plots/input_files/fits_files/ODISEA_C4_83_all_p0_bigmask.fits,/home/pnogueira/chewiepoint/bhowmik_2025/bhowmik2025_et_al_plots/src/bhowmik2025plots/input_files/frank_profiles/ODISEA_C4_83_frank_profile_fit.txt,/home/pnogueira/chewiepoint/bhowmik_2025/bhowmik2025_et_al_plots/src/bhowmik2025plots/input_files/fits_files/ODISEA_C4_83_frank_model.fits,89.5314,0.19257,0.1495,16:27:18.367,-24:39:15.309,139.4,1.5,100.9,0,0.00025,326059491.967308,I_F,Gap,0.5,0.004243236950377,2,2+I_F
98,odisea_c4_85,/home/pnogueira/chewiepoint/bhowmik_2025/bhowmik2025_et_al_plots/src/bhowmik2025plots/input_files/fits_files/ODISEA_C4_85_all_p0_bigmask.fits,/home/pnogueira/chewiepoint/bhowmik_2025/bhowmik2025_et_al_plots/src/bhowmik2025plots/input_files/frank_profiles/ODISEA_C4_85_frank_profile_fit.txt,/home/pnogueira/chewiepoint/bhowmik_2025/bhowmik2025_et_al_plots/src/bhowmik2025plots/input_files/fits_files/ODISEA_C4_85_frank_model.fits,-89.49841,0.1934,0.14966,16:27:19.198,-24:28:44.499,139.4,0.5,80.7,0,0.00027,350258122.561454,I_F,Smooth,0.4,0.001876529968062,0,0+I_F
99,odisea_c4_98,/home/pnogueira/chewiepoint/bhowmik_2025/bhowmik2025_et_al_plots/src/bhowmik2025plots/input_files/fits_files/ODISEA_C4_98_all_p0_bigmask.fits,/home/pnogueira/chewiepoint/bhowmik_2025/bhowmik2025_et_al_plots/src/bhowmik2025plots/input_files/frank_profiles/ODISEA_C4_98_frank_profile_fit.txt,/home/pnogueira/chewiepoint/bhowmik_2025/bhowmik2025_et_al_plots/src/bhowmik2025plots/input_files/fits_files/ODISEA_C4_98_frank_model.fits,-89.94412,0.19418,0.14971,16:27:33.100,-24:41:15.799,137.85,0.5,82.3,0,0.00027,348734664.695502,II,Smooth,0.5,0.001973217761342,0,0+II
100,ra162813.74,/home/pnogueira/chewiepoint/bhowmik_2025/bhowmik2025_et_al_plots/src/bhowmik2025plots/input_files/fits_files/RA162813.74_all_p0_bigmask.fits,/home/pnogueira/chewiepoint/bhowmik_2025/bhowmik2025_et_al_plots/src/bhowmik2025plots/input_files/frank_profiles/RA162813.74_frank_profile_fit.txt,/home/pnogueira/chewiepoint/bhowmik_2025/bhowmik2025_et_al_plots/src/bhowmik2025plots/input_files/fits_files/RA162813.74_frank_model.fits,-87.93645,0.20512,0.14905,16:28:13.692,-24:31:39.587,139.4,1.5,93.5,0,0.00027,331596881.733055,II,Gap,1.5,0.029958290385349,2,2+II
